Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"April 25, 2020","April 25, 2020",Run,134,1.29615,569,7.31651,2.58023,8.20063,23.2538,0,1577,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4212456232
"April 13, 2020","April 13, 2020",Run,667,5.99834,3201,8.89095,2.47883,6.74844,24.205,0,8657,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4165052239
"March 31, 2020","March 31, 2020",Run,415,3.80555,1833,8.02568,4.62294,7.476,12.9787,0,5019,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4121698441
"March 25, 2020","March 25, 2020",Run,102,1.00158,374,6.23334,3.59226,9.62565,16.7026,0,1062,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4104641269
"March 25, 2020","March 25, 2020",Run,227,1.99522,1137,9.49576,5.20238,6.31861,11.5332,0,3053,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4104616633
"March 25, 2020","March 18, 2020",Run,246,2.07525,1312,10.5314,1.15471,5.69724,51.9612,0,3484,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4104616828
"March 17, 2020","March 17, 2020",Run,141,1.19135,755,10.5545,4.95071,5.68477,12.1195,0,2005,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4085843800
"March 16, 2020","March 16, 2020",Run,222,1.99547,1035,8.64038,0.654613,6.94414,91.6572,0,2809,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4083483958
"Jan. 3, 2020","Jan. 3, 2020",Run,205,2.00039,729,6.07055,1.81628,9.88378,33.0345,0,2078,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3963100768
"July 8, 2019","July 8, 2019",Run,207,1.99863,698,5.81901,2.22087,10.311,27.0164,0,2003,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3654037612
"July 7, 2019","July 7, 2019",Run,626,6.00066,2683,7.45026,1.82949,8.0534,32.796,0,7419,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3651861952
"July 3, 2019","July 3, 2019",Run,29,0.250079,63,4.19298,3.17944,14.3096,18.8712,0,192,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3644120974
"July 3, 2019","July 3, 2019",Run,28,0.250202,73,4.88338,3.66726,12.2866,16.361,0,216,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3644113123
"July 3, 2019","July 3, 2019",Run,27,0.246625,69,4.66357,3.19068,12.8657,18.8048,0,206,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3644104996
"July 3, 2019","July 3, 2019",Run,27,0.247997,72,4.77938,3.6585,12.5539,16.4001,0,214,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3644095606
"July 3, 2019","July 3, 2019",Run,28,0.249813,67,4.42299,3.20922,13.5655,18.6961,0,202,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3644086609
"July 2, 2019","July 2, 2019",Run,256,2.34427,1133,8.04824,3.73216,7.45505,16.0765,0,3101,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3640956412
"July 1, 2019","July 1, 2019",Run,27,0.247176,71,4.7562,2.11766,12.6151,28.3332,0,211,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3638786095
"July 1, 2019","July 1, 2019",Run,28,0.255347,79,5.20104,1.42171,11.5362,42.2027,0,232,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3638773531
"July 1, 2019","July 1, 2019",Run,28,0.255898,79,5.09422,3.60398,11.7781,16.6483,0,232,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3638758981
"July 1, 2019","July 1, 2019",Run,27,0.250546,70,4.5869,1.49655,13.0807,40.0921,0,209,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3638741485
"July 1, 2019","June 28, 2019",Run,246,2.95481,3682,20.7329,1.78936,2.89395,33.5315,0,9300,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3638741557
"June 26, 2019","June 26, 2019",Run,223,2.00209,1023,8.51526,3.91491,7.04617,15.326,0,2781,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3629183863
"June 21, 2019","June 21, 2019",Run,103,0.998242,362,6.03662,2.56349,9.93933,23.4056,0,1032,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3619692457
"June 15, 2019","June 15, 2019",Run,319,3.00532,1382,7.6618,4.81097,7.83106,12.4715,0,3807,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3607797385
"June 4, 2019","June 4, 2019",Run,101,1.00191,394,6.54602,5.1585,9.16587,11.6313,0,1110,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3585704371
"May 28, 2019","May 28, 2019",Run,103,0.998442,360,5.99927,4.10249,10.0012,14.6252,0,1028,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3571001587
"May 13, 2019","May 13, 2019",Run,105,1.03776,416,6.63328,0.241138,9.04529,248.82,0,1168,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3540491692
"May 7, 2019","May 7, 2019",Run,191,1.99873,774,6.44995,3.2522,9.3024,18.449,0,2185,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3529367707
"May 4, 2019","May 4, 2019",Run,191,1.99768,841,7.01212,4.51864,8.55661,13.2783,0,2345,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3523724251
"May 2, 2019","May 2, 2019",Run,190,1.99934,797,6.64278,1.86655,9.03236,32.1448,0,2240,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3520129843
"April 26, 2019","April 26, 2019",Run,217,2.17612,995,7.61216,0.315628,7.88213,190.097,0,2743,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3509009272
"April 19, 2019","April 19, 2019",Run,674,6.00748,2797,7.75633,2.16437,7.73561,27.7217,0,7693,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3495298528
"March 17, 2019","March 17, 2019",Run,106,0.997036,360,6.00298,1.46803,9.99503,40.8712,0,1027,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3431812639
"March 17, 2019","March 17, 2019",Run,221,2.00051,812,6.75998,3.81257,8.87577,15.7374,0,2276,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3431787949
"March 4, 2019","March 4, 2019",Run,465,4.25329,1795,7.03264,0.638137,8.53165,94.0238,0,5003,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3410427919
"Feb. 17, 2019","Feb. 17, 2019",Run,384,3.47117,1496,7.17787,0.730659,8.35902,82.1177,0,4158,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3386159743
"Jan. 4, 2019","Jan. 4, 2019",Run,109,0.999424,415,6.91711,4.35309,8.67414,13.7833,0,1159,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3314873677
"Jan. 3, 2019","Jan. 3, 2019",Run,365,3.24644,1450,7.44207,0.722616,8.06227,83.0317,0,4010,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3313265677
"Dec. 31, 2018","Dec. 31, 2018",Run,808,7.20723,3375,7.80426,0.639173,7.68811,93.8713,0,9275,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3308388370
"Dec. 26, 2018","Dec. 26, 2018",Run,332,3.00242,1296,7.18696,0.562829,8.34845,106.604,0,3601,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3301858441
"Dec. 23, 2018","Dec. 23, 2018",Run,332,2.9989,1217,6.75506,2.98264,8.88222,20.1164,0,3411,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3298532575
"Dec. 22, 2018","Dec. 22, 2018",Run,338,3.00333,1347,7.47427,0.598726,8.02754,100.213,0,3723,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3296921581
"Dec. 21, 2018","Dec. 21, 2018",Run,562,5.00431,2314,7.70553,0.643504,7.78661,93.2395,0,6370,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3296367394
"Dec. 16, 2018","Dec. 15, 2018",Run,45,0.402806,182,7.52736,4.94958,7.97092,12.1222,0,503,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3290505649
"Dec. 13, 2018","Dec. 13, 2018",Run,66,0.609399,209,5.69524,0.569255,10.5351,105.401,0,602,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3286915036
"Dec. 13, 2018","Dec. 13, 2018",Run,196,1.77677,721,6.76111,0.735061,8.87428,81.6259,0,2021,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3286909150
"Dec. 11, 2018","Dec. 11, 2018",Run,451,4.08214,1596,6.51137,0.713592,9.21465,84.0816,0,4499,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3284416861
"Dec. 9, 2018","Dec. 9, 2018",Run,335,3.01024,1210,6.69217,0.60681,8.9657,98.8778,0,3397,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3281625247
"Dec. 9, 2018","Dec. 9, 2018",Run,110,1.00542,342,5.66721,0.527421,10.5872,113.761,0,986,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3281599546
"Dec. 5, 2018","Dec. 5, 2018",Run,460,4.07596,1829,7.47269,0.73009,8.02924,82.1816,0,5055,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3277305481
"Nov. 24, 2018","Nov. 24, 2018",Run,123,1.29318,1016,12.7496,2.54048,4.70602,23.6176,0,2646,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3262118959
"Nov. 17, 2018","Nov. 17, 2018",Run,66,0.593109,266,7.451,0.761321,8.05261,78.8104,0,735,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3253373122
"Nov. 17, 2018","Nov. 17, 2018",Run,169,1.5432,632,6.82858,0.68801,8.7866,87.208,0,1769,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3253363945
"Nov. 17, 2018","Nov. 17, 2018",Run,179,1.64745,628,6.3487,0.622777,9.45075,96.3427,0,1777,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3253349203
"Nov. 10, 2018","Nov. 10, 2018",Run,330,2.99817,1175,6.53065,5.12036,9.18745,11.7179,0,3311,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3243758488
"Sept. 17, 2018","Sept. 17, 2018",Run,216,1.99696,752,6.2762,3.97307,9.55993,15.1017,0,2132,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3151487884
"Aug. 8, 2018","Aug. 8, 2018",Run,334,3.02912,1230,6.76763,7.2726,8.86573,8.25014,0,3448,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3070556380
"Aug. 7, 2018","Aug. 7, 2018",Run,106,0.966658,418,7.20696,4.26332,8.32528,14.0735,0,1161,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3068002903
"Aug. 6, 2018","Aug. 6, 2018",Run,114,1.05285,360,5.69884,3.45961,10.5285,17.343,0,1037,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3065822125
"Aug. 1, 2018","Aug. 1, 2018",Run,155,1.42907,544,6.34445,4.81717,9.45709,12.4555,0,1540,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3055322044
"July 27, 2018","July 27, 2018",Run,21,0.19428,64,5.51008,9.80184,10.8891,6.1213,0,186,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3044425903
"July 22, 2018","July 22, 2018",Run,658,5.99957,2566,7.12628,5.73643,8.41955,10.4595,0,7139,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3034145623
"July 20, 2018","July 20, 2018",Run,82,0.75976,286,6.25765,4.42129,9.58827,13.5707,0,811,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3029895331
"July 16, 2018","July 16, 2018",Run,215,2.00009,706,5.88178,4.51238,10.201,13.2968,0,2022,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3021314392
"July 6, 2018","July 6, 2018",Run,498,4.4907,1800,6.68048,4.93304,8.98139,12.1629,0,5055,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2999691349
"July 3, 2018","July 3, 2018",Run,84,0.771833,318,6.86677,4.02187,8.73773,14.9184,0,889,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2993902807
"June 24, 2018","June 24, 2018",Run,329,3.00011,1159,6.43866,4.24556,9.31871,14.1324,0,3273,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2974869151
"June 13, 2018","June 13, 2018",Run,200,1.75414,1179,11.2021,3.66772,5.35614,16.3589,0,3113,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2951471413
"June 13, 2018","June 13, 2018",Run,172,1.60775,575,5.96071,7.59546,10.0659,7.89946,0,1644,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2951374783
"May 23, 2018","May 23, 2018",Run,186,1.69746,698,6.85338,4.80542,8.75481,12.4859,0,1953,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2906053960
"May 22, 2018","May 22, 2018",Run,332,2.99818,1193,6.6318,4.19314,9.04732,14.3091,0,3354,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2903325322
"May 7, 2018","May 7, 2018",Generic,586,0,2400,0,0,0,0,,,b'',MyFitnessPal,http://www.mapmyfitness.com/workout/2870840071
"March 31, 2018","March 31, 2018",Run,275,2.53512,1058,6.95563,4.95351,8.62611,12.1126,0,2954,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2794789997
"March 17, 2018","March 17, 2018",Run,332,3.00971,1305,7.2266,4.81985,8.30266,12.4485,0,3624,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2768956895
"March 11, 2018","March 11, 2018",Run,544,5.00094,2085,6.9487,4.77598,8.63471,12.5629,0,5822,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2758002607
"Jan. 15, 2018","Jan. 15, 2018",Run,109,0.998737,413,6.89204,4.94941,8.7057,12.1227,0,1155,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2659879399
"Jan. 7, 2018","Jan. 7, 2018",Run,328,3.01357,1274,7.0459,4.10682,8.51558,14.6099,0,3550,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2646795889
"Jan. 3, 2018","Jan. 3, 2018",Run,333,3.00051,1196,6.64331,4.57648,9.03164,13.1105,0,3361,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2640879763
"Jan. 3, 2018","Dec. 31, 2017",Run,442,4.00903,1735,7.21288,5.03088,8.31845,11.9263,0,4819,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2640848530
"Dec. 30, 2017","Dec. 30, 2017",Run,111,1.03542,383,6.165,4.56896,9.73236,13.1321,0,1089,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2635454920
"Dec. 27, 2017","Dec. 27, 2017",Run,324,3.00262,1112,6.17239,3.93765,9.7207,15.2375,0,3161,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2632151086
"Dec. 15, 2017","Dec. 15, 2017",Run,310,2.801,1371,8.1578,5.12969,7.35492,11.6966,0,3747,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2618401870
"Nov. 19, 2017","Nov. 19, 2017",Run,434,4.00273,1666,6.93693,3.33161,8.64936,18.0093,0,4653,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2583702730
"Nov. 18, 2017","Nov. 18, 2017",Run,656,5.99946,2462,6.83951,4.29702,8.77256,13.9632,0,6890,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2582303938
"Nov. 5, 2017","Nov. 5, 2017",Run,208,1.8944,770,6.77436,4.58199,8.85693,13.0948,0,2158,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2561256376
"Oct. 21, 2017","Oct. 21, 2017",Run,215,2.00633,739,6.13892,3.90625,9.77371,15.36,0,2102,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2536166253
"Oct. 13, 2017","Oct. 13, 2017",Run,18,0.208274,56,4.48128,2.86504,13.389,20.9421,0,169,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2520858473
"Oct. 13, 2017","Oct. 13, 2017",Run,17,0.200127,53,4.41385,3.42111,13.5936,17.5382,0,160,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2520855003
"Oct. 13, 2017","Oct. 13, 2017",Run,15,0.175699,48,4.55325,3.10994,13.1774,19.2929,0,144,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2520852951
"Oct. 13, 2017","Oct. 13, 2017",Run,101,0.929054,384,6.88873,4.69697,8.70988,12.7742,0,1074,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2520837201
"Aug. 17, 2017","Aug. 17, 2017",Run,325,0,1440,0,0,0,0,,,b'',MyFitnessPal,http://www.mapmyfitness.com/workout/2405305895
"Aug. 17, 2017","Aug. 17, 2017",Run,332,2.99655,1421,7.90354,5.00668,7.59153,11.984,0,3899,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2404918664
"Aug. 17, 2017","Aug. 14, 2017",Run,330,3.00837,1301,7.20766,3.93916,8.32447,15.2317,0,3614,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2404869107
"Aug. 1, 2017","Aug. 1, 2017",Run,108,1.00218,346,5.75414,4.06215,10.4273,14.7705,0,995,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2369973785
"July 11, 2017","July 11, 2017",Indoor Sport / Other Activity,29,0,359,0,0,0,0,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2323494398
"July 11, 2017","July 6, 2017",Indoor Sport / Other Activity,251,0,3024,0,0,0,0,120,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2323494476
"July 6, 2017","July 6, 2017",Indoor Sport / Other Activity,1,0,10,0,0,0,0,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2312226686
"July 5, 2017","July 5, 2017",Walk,118,1.10768,403,6.06374,1.19547,9.89489,50.1894,0,1487,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2310223688
"July 5, 2017","July 5, 2017",Run,663,5.99744,2891,8.03399,5.11151,7.46827,11.7382,0,7916,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2310203735
"July 4, 2017","July 4, 2017",Run,570,5.13759,2428,7.87658,4.26316,7.61752,14.0741,0,6665,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2307838709
"July 4, 2017","July 3, 2017",Indoor Sport / Other Activity,167,0,2021,0,0,0,0,0,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2307784826
"July 2, 2017","July 2, 2017",Indoor Sport / Other Activity,277,0,3339,0,0,0,0,106,0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2303121872
"June 17, 2017","June 17, 2017",Run,334,2.99938,1331,7.39596,4.51095,8.11253,13.301,0,3684,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2269909397
"June 9, 2017","June 9, 2017",Run,556,5.00307,2211,7.36548,4.30306,8.1461,13.9436,0,6123,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2251628513
"June 6, 2017","June 6, 2017",Run,549,5.01834,2155,7.15708,4.00865,8.38331,14.9676,0,5992,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2244576080
"June 5, 2017","June 5, 2017",Run,670,6.01257,2676,7.4178,4.98963,8.08865,12.0249,0,7404,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2242316993
"June 2, 2017","June 2, 2017",Run,332,2.99659,1434,7.97573,3.4545,7.52282,17.3686,0,3930,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2235544490
"May 24, 2017","May 24, 2017",Run,323,3.00391,1119,6.20857,4.39655,9.66406,13.6471,0,3178,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2215598210
"May 21, 2017","May 21, 2017",Run,330,3.00254,1183,6.56667,4.575,9.13705,13.1148,0,3331,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2208559205
"May 20, 2017","May 20, 2017",Run,325,3.00417,1133,6.28571,4.16343,9.54546,14.4112,0,3211,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2206360601
"May 10, 2017","May 10, 2017",Run,328,3.00301,1228,6.81538,4.7104,8.80361,12.7378,0,3438,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2184145403
"May 9, 2017","May 9, 2017",Run,179,1.62658,640,6.55771,4.49423,9.14953,13.3505,0,1802,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2181678686
"April 28, 2017","April 28, 2017",Run,363,3.25731,1452,7.42944,4.37417,8.07598,13.7169,0,4017,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2157138881
"April 13, 2017","April 13, 2017",Run,327,2.9965,1159,6.44642,4.5231,9.30749,13.2653,173,3272,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2124648146
"April 12, 2017","April 12, 2017",Run,546,5.00147,2139,7.12791,4.44621,8.41762,13.4947,0,5951,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2122421840
"April 11, 2017","April 11, 2017",Run,437,3.9033,1763,7.52782,3.93538,7.97043,15.2463,0,4868,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2119935707
"April 11, 2017","April 10, 2017",Walk,109,1.33168,2305,28.8483,7.43376,2.07984,8.07128,0,3714,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2119867742
"April 8, 2017","April 8, 2017",Run,451,4.04434,1799,7.41366,4.72709,8.09317,12.6928,168,4978,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2113029626
"March 18, 2017","March 18, 2017",Run,441,3.99997,1745,7.27089,4.51542,8.25208,13.2878,0,4841,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2069552819
"March 11, 2017","March 11, 2017",Run,875,8.00578,3426,7.13235,4.0295,8.41238,14.8902,167,9531,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2057602163
"March 8, 2017","March 8, 2017",Run,512,4.63652,2255,8.10593,5.0219,7.40199,11.9477,164,6167,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2052101324
"March 6, 2017","March 6, 2017",Run,333,3.0178,1469,8.11296,4.65633,7.39557,12.8857,167,4017,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2047823972
"March 2, 2017","March 2, 2017",Run,509,4.55942,2100,7.67641,4.66946,7.81615,12.8494,0,5784,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2040811751
"Feb. 14, 2017","Feb. 14, 2017",Run,373,3.33005,1500,7.5074,4.95282,7.99212,12.1143,174,4144,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/2009288486
"Jan. 11, 2017","Jan. 11, 2017",Run,323,3.00078,1118,6.2095,3.9172,9.66262,15.3171,173,3175,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1947423368
"Jan. 9, 2017","Jan. 9, 2017",Run,447,4.00271,1790,7.45328,4.71738,8.05015,12.7189,166,4949,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1943691653
"Jan. 4, 2017","Jan. 4, 2017",Run,331,3.00125,1191,6.61392,4.91633,9.07177,12.2042,0,3350,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1935925484
"Jan. 2, 2017","Jan. 2, 2017",Run,131,1.19082,473,6.62009,4.57038,9.06332,13.128,159,1330,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1932251369
"Dec. 22, 2016","Dec. 22, 2016",Run,520,4.77535,2032,7.09197,4.78554,8.46027,12.5378,170,5657,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1918188131
"Dec. 20, 2016","Dec. 20, 2016",Run,260,2.40584,1009,6.98994,4.93111,8.58376,12.1676,174,2815,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1915812269
"Dec. 19, 2016","Dec. 19, 2016",Run,329,3.00939,1173,6.49633,4.27274,9.23599,14.0425,170,3308,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1914683066
"Dec. 11, 2016","Dec. 11, 2016",Run,324,3.00144,1130,6.27477,3.89033,9.5621,15.4229,155,3204,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1905709625
"Dec. 6, 2016","Dec. 6, 2016",Run,327,3.00093,1152,6.39802,4.26688,9.37791,14.0618,171,3256,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1899661634
"Nov. 26, 2016","Nov. 26, 2016",Run,322,3.0032,1106,6.13789,4.66744,9.77535,12.855,172,3147,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1885407830
"Nov. 24, 2016","Nov. 24, 2016",Run,325,3.0024,1146,6.36157,4.76221,9.43164,12.5992,0,3242,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1882170440
"Nov. 3, 2016","Nov. 3, 2016",Run,106,1.00885,364,6.01342,4.66465,9.97768,12.8627,0,1039,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1848122840
"Nov. 1, 2016","Nov. 1, 2016",Run,327,3.00289,1163,6.45489,3.99865,9.29528,15.005,0,3283,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1844169470
"Oct. 27, 2016","Oct. 27, 2016",Run,131,1.19897,489,6.7975,4.88906,8.82678,12.2723,0,1370,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1835538872
