Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"Oct. 22, 2016","Oct. 22, 2016",Run,328,3.00353,1172,6.50346,4.75345,9.22586,12.6224,0,3305,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1826090099
"Sept. 10, 2016","Sept. 10, 2016",Run,333,3.00458,1387,7.69859,4.82295,7.79363,12.4405,0,3819,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1739216507
"May 28, 2016","May 28, 2016",Run,329,3.00269,1306,7.25218,5.37442,8.27337,11.164,0,3625,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1498744673
"May 28, 2016","May 24, 2016",Run,331,2.99947,1325,7.36726,4.38819,8.14414,13.6731,0,3670,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1498715906
"May 12, 2016","May 12, 2016",Run,347,3.11565,1400,7.49115,5.00945,8.00945,11.9774,0,3869,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1471215327
"April 1, 2016","April 1, 2016",Run,0,2.99691,1216,6.76801,4.65333,8.86524,12.894,0,6592,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1409988775
"Jan. 24, 2016","Jan. 24, 2016",Run,0,2.99942,1288,7.15951,4.80869,8.38046,12.4774,0,6598,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1321461433
"Jan. 21, 2016","Jan. 21, 2016",Run,0,3.00593,1242,6.88668,4.48797,8.71247,13.3691,0,6612,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1318150911
"Dec. 28, 2015","Dec. 28, 2015",Run,0,3.00062,1241,6.89579,5.04626,8.70096,11.89,0,6600,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1290311179
"Dec. 18, 2015","Dec. 18, 2015",Run,0,3.00509,1266,7.02264,4.8816,8.5438,12.2911,0,6610,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1282212137
"Nov. 19, 2015","Nov. 19, 2015",Run,0,2.58778,1047,6.74628,4.58992,8.89378,13.0721,0,5692,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1254944297
"Nov. 14, 2015","Nov. 14, 2015",Run,0,2.00218,793,6.60691,4.24304,9.0814,14.1408,0,4404,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1249245403
"Nov. 9, 2015","Nov. 9, 2015",Run,0,0.985005,367,6.22055,3.71618,9.64545,16.1456,0,2167,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1243822939
"Nov. 9, 2015","Nov. 9, 2015",Run,0,3.00425,1239,6.87536,3.75677,8.72681,15.9712,0,6608,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1243788251
"Nov. 6, 2015","Nov. 6, 2015",Run,0,0.986335,367,6.20415,4.35796,9.67094,13.7679,,2170,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1240293649
"Nov. 6, 2015","Nov. 6, 2015",Run,0,2.99841,1213,6.74371,4.35135,8.89719,13.7888,0,6595,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1240276581
"Nov. 2, 2015","Nov. 2, 2015",Run,0,0.956474,374,6.53107,4.43509,9.18686,13.5285,0,2104,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1235136943
"Nov. 2, 2015","Nov. 2, 2015",Run,0,3.01581,1262,6.97667,4.99804,8.60009,12.0047,0,6634,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1235123411
"Nov. 1, 2015","Nov. 1, 2015",Run,0,2.9229,1245,7.10062,4.86765,8.44997,12.3263,0,6429,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1233872981
"Oct. 30, 2015","Oct. 30, 2015",Run,0,3.00915,1340,7.42608,4.79654,8.07963,12.509,0,6619,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/1231582509
