dateTime,value
2021-12-09 18:02:25.786,136
2021-12-09 18:02:26.786,137
2021-12-09 18:02:27.786,137
2021-12-09 18:02:28.786,138
2021-12-09 18:02:29.786,138
2021-12-09 18:02:30.786,138
2021-12-09 18:02:31.786,138
2021-12-09 18:02:32.786,137
2021-12-09 18:02:33.786,136
2021-12-09 18:02:34.786,135
2021-12-09 18:02:35.786,134
2021-12-09 18:02:36.786,134
2021-12-09 18:02:37.786,133
2021-12-09 18:02:38.786,132
2021-12-09 18:02:39.786,132
2021-12-09 18:02:40.786,132
2021-12-09 18:02:41.786,132
2021-12-09 18:02:42.786,131
2021-12-09 18:02:43.786,131
2021-12-09 18:02:44.786,132
2021-12-09 18:02:45.786,131
2021-12-09 18:02:46.786,132
2021-12-09 18:02:47.786,132
2021-12-09 18:02:48.786,134
2021-12-09 18:02:49.786,135
2021-12-09 18:02:50.786,135
2021-12-09 18:02:51.786,135
2021-12-09 18:02:52.786,135
2021-12-09 18:02:53.786,135
2021-12-09 18:02:54.786,134
2021-12-09 18:02:55.786,134
2021-12-09 18:02:56.786,134
2021-12-09 18:02:57.786,131
2021-12-09 18:02:58.786,131
2021-12-09 18:02:59.786,131
2021-12-09 18:03:00.786,132
2021-12-09 18:03:01.786,133
2021-12-09 18:03:02.786,133
2021-12-09 18:03:03.786,134
2021-12-09 18:03:04.786,134
2021-12-09 18:03:05.786,134
2021-12-09 18:03:06.786,135
2021-12-09 18:03:07.786,136
2021-12-09 18:03:08.786,136
2021-12-09 18:03:09.786,138
2021-12-09 18:03:10.786,137
2021-12-09 18:03:11.786,137
2021-12-09 18:03:12.786,136
2021-12-09 18:03:13.786,136
2021-12-09 18:03:14.786,135
2021-12-09 18:03:15.786,135
2021-12-09 18:03:16.786,134
2021-12-09 18:03:17.786,134
2021-12-09 18:03:18.786,134
2021-12-09 18:03:19.786,134
2021-12-09 18:03:20.786,134
2021-12-09 18:03:21.786,134
2021-12-09 18:03:22.786,134
2021-12-09 18:03:23.786,134
2021-12-09 18:03:24.786,134
2021-12-09 18:03:25.786,133
2021-12-09 18:03:26.786,131
2021-12-09 18:03:27.786,131
2021-12-09 18:03:28.786,130
2021-12-09 18:03:29.786,130
2021-12-09 18:03:30.786,132
2021-12-09 18:03:31.786,133
2021-12-09 18:03:32.786,136
2021-12-09 18:03:33.786,136
2021-12-09 18:03:34.786,136
2021-12-09 18:03:35.786,135
2021-12-09 18:03:36.786,135
2021-12-09 18:03:37.786,136
2021-12-09 18:03:38.786,136
2021-12-09 18:03:39.786,135
2021-12-09 18:03:40.786,135
2021-12-09 18:03:41.786,136
2021-12-09 18:03:42.786,135
2021-12-09 18:03:43.786,135
2021-12-09 18:03:44.786,136
2021-12-09 18:03:45.786,135
2021-12-09 18:03:46.786,135
2021-12-09 18:03:47.786,135
2021-12-09 18:03:48.786,135
2021-12-09 18:03:49.786,135
2021-12-09 18:03:50.786,135
2021-12-09 18:03:51.786,136
2021-12-09 18:03:52.786,136
2021-12-09 18:03:53.786,136
2021-12-09 18:03:54.786,136
2021-12-09 18:03:55.786,137
2021-12-09 18:03:56.786,137
2021-12-09 18:03:57.786,138
2021-12-09 18:03:58.786,138
2021-12-09 18:03:59.786,138
2021-12-09 18:04:00.786,138
2021-12-09 18:04:01.786,137
2021-12-09 18:04:02.786,138
2021-12-09 18:04:03.786,138
2021-12-09 18:04:04.786,138
2021-12-09 18:04:05.786,138
2021-12-09 18:04:06.786,138
2021-12-09 18:04:07.786,138
2021-12-09 18:04:08.786,138
2021-12-09 18:04:09.786,137
2021-12-09 18:04:10.786,136
2021-12-09 18:04:11.786,135
2021-12-09 18:04:12.786,135
2021-12-09 18:04:13.786,133
2021-12-09 18:04:14.786,133
2021-12-09 18:04:15.786,133
2021-12-09 18:04:16.786,135
2021-12-09 18:04:17.786,136
2021-12-09 18:04:18.786,136
2021-12-09 18:04:19.786,136
2021-12-09 18:04:20.786,135
2021-12-09 18:04:21.786,135
2021-12-09 18:04:22.786,135
2021-12-09 18:04:23.786,134
2021-12-09 18:04:24.786,134
2021-12-09 18:04:25.786,133
2021-12-09 18:04:26.786,133
2021-12-09 18:04:27.786,133
2021-12-09 18:04:28.786,133
2021-12-09 18:04:29.786,133
2021-12-09 18:04:30.786,133
2021-12-09 18:04:31.786,133
2021-12-09 18:04:32.786,132
2021-12-09 18:04:33.786,132
2021-12-09 18:04:34.786,131
2021-12-09 18:04:35.786,131
2021-12-09 18:04:36.786,132
2021-12-09 18:04:37.786,132
2021-12-09 18:04:38.786,132
2021-12-09 18:04:39.786,132
2021-12-09 18:04:40.786,133
2021-12-09 18:04:41.786,133
2021-12-09 18:04:42.786,132
2021-12-09 18:04:43.786,132
2021-12-09 18:04:44.786,132
2021-12-09 18:04:45.786,133
2021-12-09 18:04:46.786,133
2021-12-09 18:04:47.786,134
2021-12-09 18:04:48.786,134
2021-12-09 18:04:49.786,134
2021-12-09 18:04:50.786,135
2021-12-09 18:04:51.786,135
2021-12-09 18:04:52.786,135
2021-12-09 18:04:53.786,135
2021-12-09 18:04:54.786,135
2021-12-09 18:04:55.786,135
2021-12-09 18:04:56.786,134
2021-12-09 18:04:57.786,134
2021-12-09 18:04:58.786,134
2021-12-09 18:04:59.786,133
2021-12-09 18:05:00.786,133
2021-12-09 18:05:01.786,132
2021-12-09 18:05:02.786,132
2021-12-09 18:05:03.786,132
2021-12-09 18:05:04.786,132
2021-12-09 18:05:05.786,132
2021-12-09 18:05:06.786,133
2021-12-09 18:05:07.786,133
2021-12-09 18:05:08.786,133
2021-12-09 18:05:09.786,133
2021-12-09 18:05:10.786,133
2021-12-09 18:05:11.786,134
2021-12-09 18:05:12.786,134
2021-12-09 18:05:13.786,134
2021-12-09 18:05:14.786,134
2021-12-09 18:05:15.786,135
2021-12-09 18:05:16.786,135
2021-12-09 18:05:17.786,135
2021-12-09 18:05:18.786,135
2021-12-09 18:05:19.786,134
2021-12-09 18:05:20.786,134
2021-12-09 18:05:21.786,135
2021-12-09 18:05:22.786,135
2021-12-09 18:05:23.786,134
2021-12-09 18:05:24.786,134
2021-12-09 18:05:25.786,134
2021-12-09 18:05:26.786,134
2021-12-09 18:05:27.786,134
2021-12-09 18:05:28.786,134
2021-12-09 18:05:29.786,134
2021-12-09 18:05:30.786,134
2021-12-09 18:05:31.786,134
2021-12-09 18:05:32.786,134
2021-12-09 18:05:33.786,134
2021-12-09 18:05:34.786,134
2021-12-09 18:05:35.786,134
2021-12-09 18:05:36.786,135
2021-12-09 18:05:37.786,136
2021-12-09 18:05:38.786,138
2021-12-09 18:05:39.786,138
2021-12-09 18:05:40.786,139
2021-12-09 18:05:41.786,140
2021-12-09 18:05:42.786,140
2021-12-09 18:05:43.786,140
2021-12-09 18:05:44.786,139
2021-12-09 18:05:45.786,138
2021-12-09 18:05:46.786,138
2021-12-09 18:05:47.786,138
2021-12-09 18:05:48.786,138
2021-12-09 18:05:49.786,138
2021-12-09 18:05:50.786,139
2021-12-09 18:05:51.786,138
2021-12-09 18:05:52.786,138
2021-12-09 18:05:53.786,137
2021-12-09 18:05:54.786,135
2021-12-09 18:05:55.786,135
2021-12-09 18:05:56.786,135
2021-12-09 18:05:57.786,135
2021-12-09 18:05:58.786,136
2021-12-09 18:05:59.786,136
2021-12-09 18:06:00.786,135
2021-12-09 18:06:01.786,135
2021-12-09 18:06:02.786,135
2021-12-09 18:06:03.786,134
2021-12-09 18:06:04.786,134
2021-12-09 18:06:05.786,134
2021-12-09 18:06:06.786,134
2021-12-09 18:06:07.786,134
2021-12-09 18:06:08.786,135
2021-12-09 18:06:09.786,135
2021-12-09 18:06:10.786,135
2021-12-09 18:06:11.786,136
2021-12-09 18:06:12.786,136
2021-12-09 18:06:13.786,136
2021-12-09 18:06:14.786,136
2021-12-09 18:06:15.786,136
2021-12-09 18:06:16.786,136
2021-12-09 18:06:17.786,135
2021-12-09 18:06:18.786,136
2021-12-09 18:06:19.786,136
2021-12-09 18:06:20.786,137
2021-12-09 18:06:21.786,137
2021-12-09 18:06:22.786,137
2021-12-09 18:06:23.786,136
2021-12-09 18:06:24.786,136
2021-12-09 18:06:25.786,136
2021-12-09 18:06:26.786,135
2021-12-09 18:06:27.786,135
2021-12-09 18:06:28.786,135
2021-12-09 18:06:29.786,134
2021-12-09 18:06:30.786,132
2021-12-09 18:06:31.786,131
2021-12-09 18:06:32.786,130
2021-12-09 18:06:33.786,130
2021-12-09 18:06:34.786,130
2021-12-09 18:06:35.786,130
2021-12-09 18:06:36.786,130
2021-12-09 18:06:37.786,130
2021-12-09 18:06:38.786,130
2021-12-09 18:06:39.786,130
2021-12-09 18:06:40.786,129
2021-12-09 18:06:41.786,129
2021-12-09 18:06:42.786,128
2021-12-09 18:06:43.786,128
2021-12-09 18:06:44.786,128
2021-12-09 18:06:45.786,128
2021-12-09 18:06:46.786,129
2021-12-09 18:06:47.786,130
2021-12-09 18:06:48.786,130
2021-12-09 18:06:49.786,131
2021-12-09 18:06:50.786,133
2021-12-09 18:06:51.786,134
2021-12-09 18:06:52.786,135
2021-12-09 18:06:53.786,134
2021-12-09 18:06:54.786,134
2021-12-09 18:06:55.786,133
2021-12-09 18:06:56.786,133
2021-12-09 18:06:57.786,133
2021-12-09 18:06:58.786,133
2021-12-09 18:06:59.786,133
2021-12-09 18:07:00.786,133
2021-12-09 18:07:01.786,132
2021-12-09 18:07:02.786,132
2021-12-09 18:07:03.786,132
2021-12-09 18:07:04.786,132
2021-12-09 18:07:05.786,132
2021-12-09 18:07:06.786,132
2021-12-09 18:07:07.786,132
2021-12-09 18:07:08.786,132
2021-12-09 18:07:09.786,132
2021-12-09 18:07:10.786,133
2021-12-09 18:07:11.786,133
2021-12-09 18:07:12.786,134
2021-12-09 18:07:13.786,134
2021-12-09 18:07:14.786,134
2021-12-09 18:07:15.786,134
2021-12-09 18:07:16.786,134
2021-12-09 18:07:17.786,132
2021-12-09 18:07:18.786,131
2021-12-09 18:07:19.786,130
2021-12-09 18:07:20.786,130
2021-12-09 18:07:21.786,131
2021-12-09 18:07:22.786,131
2021-12-09 18:07:23.786,131
2021-12-09 18:07:24.786,131
2021-12-09 18:07:25.786,131
2021-12-09 18:07:26.786,131
2021-12-09 18:07:27.786,130
2021-12-09 18:07:28.786,128
2021-12-09 18:07:29.786,127
2021-12-09 18:07:30.786,127
2021-12-09 18:07:31.786,128
2021-12-09 18:07:32.786,128
2021-12-09 18:07:33.786,128
2021-12-09 18:07:34.786,128
2021-12-09 18:07:35.786,128
2021-12-09 18:07:36.786,128
2021-12-09 18:07:37.786,129
2021-12-09 18:07:38.786,129
2021-12-09 18:07:39.786,129
2021-12-09 18:07:40.786,129
2021-12-09 18:07:41.786,130
2021-12-09 18:07:42.786,130
2021-12-09 18:07:43.786,130
2021-12-09 18:07:44.786,130
2021-12-09 18:07:45.786,131
2021-12-09 18:07:46.786,131
2021-12-09 18:07:47.786,131
2021-12-09 18:07:48.786,131
2021-12-09 18:07:49.786,131
2021-12-09 18:07:50.786,132
2021-12-09 18:07:51.786,132
2021-12-09 18:07:52.786,132
2021-12-09 18:07:53.786,132
2021-12-09 18:07:54.786,132
2021-12-09 18:07:55.786,132
2021-12-09 18:07:56.786,132
2021-12-09 18:07:57.786,132
2021-12-09 18:07:58.786,132
2021-12-09 18:07:59.786,133
2021-12-09 18:08:00.786,133
2021-12-09 18:08:01.786,132
2021-12-09 18:08:02.786,132
2021-12-09 18:08:03.786,132
2021-12-09 18:08:04.786,131
2021-12-09 18:08:05.786,131
2021-12-09 18:08:06.786,131
2021-12-09 18:08:07.786,131
2021-12-09 18:08:08.786,131
2021-12-09 18:08:09.786,131
2021-12-09 18:08:10.786,131
2021-12-09 18:08:11.786,131
2021-12-09 18:08:12.786,131
2021-12-09 18:08:13.786,131
2021-12-09 18:08:14.786,131
2021-12-09 18:08:15.786,131
2021-12-09 18:08:16.786,131
2021-12-09 18:08:17.786,130
2021-12-09 18:08:18.786,129
2021-12-09 18:08:19.786,128
2021-12-09 18:08:20.786,128
2021-12-09 18:08:21.786,127
2021-12-09 18:08:22.786,128
2021-12-09 18:08:23.786,127
2021-12-09 18:08:24.786,127
2021-12-09 18:08:25.786,128
2021-12-09 18:08:26.786,128
2021-12-09 18:08:27.786,129
2021-12-09 18:08:28.786,130
2021-12-09 18:08:29.786,131
2021-12-09 18:08:30.786,131
2021-12-09 18:08:31.786,131
2021-12-09 18:08:32.786,131
2021-12-09 18:08:33.786,131
2021-12-09 18:08:34.786,131
2021-12-09 18:08:35.786,132
2021-12-09 18:08:36.786,132
2021-12-09 18:08:37.786,132
2021-12-09 18:08:38.786,132
2021-12-09 18:08:39.786,133
2021-12-09 18:08:40.786,133
2021-12-09 18:08:41.786,133
2021-12-09 18:08:42.786,134
2021-12-09 18:08:43.786,134
2021-12-09 18:08:44.786,134
2021-12-09 18:08:45.786,134
2021-12-09 18:08:46.786,134
2021-12-09 18:08:47.786,134
2021-12-09 18:08:48.786,134
2021-12-09 18:08:49.786,134
2021-12-09 18:08:50.786,134
2021-12-09 18:08:51.786,132
2021-12-09 18:08:52.786,132
2021-12-09 18:08:53.786,131
2021-12-09 18:08:54.786,131
2021-12-09 18:08:55.786,131
2021-12-09 18:08:56.786,132
2021-12-09 18:08:57.786,132
2021-12-09 18:08:58.786,132
2021-12-09 18:08:59.786,131
2021-12-09 18:09:00.786,131
2021-12-09 18:09:01.786,131
2021-12-09 18:09:02.786,130
2021-12-09 18:09:03.786,131
2021-12-09 18:09:04.786,131
2021-12-09 18:09:05.786,130
2021-12-09 18:09:06.786,131
2021-12-09 18:09:07.786,131
2021-12-09 18:09:08.786,131
2021-12-09 18:09:09.786,131
2021-12-09 18:09:10.786,131
2021-12-09 18:09:11.786,131
2021-12-09 18:09:12.786,131
2021-12-09 18:09:13.786,131
2021-12-09 18:09:14.786,131
2021-12-09 18:09:15.786,132
2021-12-09 18:09:16.786,132
2021-12-09 18:09:17.786,132
2021-12-09 18:09:18.786,132
2021-12-09 18:09:19.786,133
2021-12-09 18:09:20.786,134
2021-12-09 18:09:21.786,134
2021-12-09 18:09:22.786,134
2021-12-09 18:09:23.786,135
2021-12-09 18:09:24.786,135
2021-12-09 18:09:25.786,135
2021-12-09 18:09:26.786,135
2021-12-09 18:09:27.786,134
2021-12-09 18:09:28.786,134
2021-12-09 18:09:29.786,134
2021-12-09 18:09:30.786,133
2021-12-09 18:09:31.786,132
2021-12-09 18:09:32.786,133
2021-12-09 18:09:33.786,133
2021-12-09 18:09:34.786,133
2021-12-09 18:09:35.786,133
2021-12-09 18:09:36.786,134
2021-12-09 18:09:37.786,134
2021-12-09 18:09:38.786,135
2021-12-09 18:09:39.786,135
2021-12-09 18:09:40.786,135
2021-12-09 18:09:41.786,135
2021-12-09 18:09:42.786,133
2021-12-09 18:09:43.786,131
2021-12-09 18:09:44.786,130
2021-12-09 18:09:45.786,129
2021-12-09 18:09:46.786,128
2021-12-09 18:09:47.786,129
2021-12-09 18:09:48.786,130
2021-12-09 18:09:49.786,132
2021-12-09 18:09:50.786,133
2021-12-09 18:09:51.786,133
2021-12-09 18:09:52.786,135
2021-12-09 18:09:53.786,135
2021-12-09 18:09:54.786,135
2021-12-09 18:09:55.786,135
2021-12-09 18:09:56.786,134
2021-12-09 18:09:57.786,134
2021-12-09 18:09:58.786,133
2021-12-09 18:09:59.786,133
2021-12-09 18:10:00.786,133
2021-12-09 18:10:01.786,133
2021-12-09 18:10:02.786,132
2021-12-09 18:10:03.786,132
2021-12-09 18:10:04.786,130
2021-12-09 18:10:05.786,130
2021-12-09 18:10:06.786,128
2021-12-09 18:10:07.786,127
2021-12-09 18:10:08.786,126
2021-12-09 18:10:09.786,126
2021-12-09 18:10:10.786,125
2021-12-09 18:10:11.786,125
2021-12-09 18:10:12.786,125
2021-12-09 18:10:13.786,125
2021-12-09 18:10:14.786,124
2021-12-09 18:10:15.786,125
2021-12-09 18:10:16.786,125
2021-12-09 18:10:17.786,125
2021-12-09 18:10:18.786,125
2021-12-09 18:10:19.786,125
2021-12-09 18:10:20.786,126
2021-12-09 18:10:21.786,127
2021-12-09 18:10:22.786,128
2021-12-09 18:10:23.786,129
2021-12-09 18:10:24.786,129
2021-12-09 18:10:25.786,129
2021-12-09 18:10:26.786,130
2021-12-09 18:10:27.786,130
2021-12-09 18:10:28.786,131
2021-12-09 18:10:29.786,131
2021-12-09 18:10:30.786,131
2021-12-09 18:10:31.786,131
2021-12-09 18:10:32.786,130
2021-12-09 18:10:33.786,130
2021-12-09 18:10:34.786,130
2021-12-09 18:10:35.786,130
2021-12-09 18:10:36.786,130
2021-12-09 18:10:37.786,130
2021-12-09 18:10:38.786,130
2021-12-09 18:10:39.786,130
2021-12-09 18:10:40.786,129
2021-12-09 18:10:41.786,129
2021-12-09 18:10:42.786,128
2021-12-09 18:10:43.786,129
2021-12-09 18:10:44.786,129
2021-12-09 18:10:45.786,128
2021-12-09 18:10:46.786,129
2021-12-09 18:10:47.786,130
2021-12-09 18:10:48.786,130
2021-12-09 18:10:49.786,132
2021-12-09 18:10:50.786,132
2021-12-09 18:10:51.786,133
2021-12-09 18:10:52.786,133
2021-12-09 18:10:53.786,134
2021-12-09 18:10:54.786,134
2021-12-09 18:10:55.786,134
2021-12-09 18:10:56.786,134
2021-12-09 18:10:57.786,134
2021-12-09 18:10:58.786,134
2021-12-09 18:10:59.786,133
2021-12-09 18:11:00.786,133
2021-12-09 18:11:01.786,133
2021-12-09 18:11:02.786,132
2021-12-09 18:11:03.786,132
2021-12-09 18:11:04.786,133
2021-12-09 18:11:05.786,133
2021-12-09 18:11:06.786,133
2021-12-09 18:11:07.786,133
2021-12-09 18:11:08.786,132
2021-12-09 18:11:09.786,132
2021-12-09 18:11:10.786,132
2021-12-09 18:11:11.786,131
2021-12-09 18:11:12.786,131
2021-12-09 18:11:13.786,131
2021-12-09 18:11:14.786,130
2021-12-09 18:11:15.786,130
2021-12-09 18:11:16.786,130
2021-12-09 18:11:17.786,130
2021-12-09 18:11:18.786,130
2021-12-09 18:11:19.786,130
2021-12-09 18:11:20.786,130
2021-12-09 18:11:21.786,131
2021-12-09 18:11:22.786,131
2021-12-09 18:11:23.786,131
2021-12-09 18:11:24.786,131
2021-12-09 18:11:25.786,131
2021-12-09 18:11:26.786,131
2021-12-09 18:11:27.786,130
2021-12-09 18:11:28.786,130
2021-12-09 18:11:29.786,129
2021-12-09 18:11:30.786,129
2021-12-09 18:11:31.786,129
2021-12-09 18:11:32.786,129
2021-12-09 18:11:33.786,130
2021-12-09 18:11:34.786,130
2021-12-09 18:11:35.786,130
2021-12-09 18:11:36.786,130
2021-12-09 18:11:37.786,131
2021-12-09 18:11:38.786,131
2021-12-09 18:11:39.786,131
2021-12-09 18:11:40.786,131
2021-12-09 18:11:41.786,131
2021-12-09 18:11:42.786,131
2021-12-09 18:11:43.786,131
2021-12-09 18:11:44.786,131
2021-12-09 18:11:45.786,131
2021-12-09 18:11:46.786,131
2021-12-09 18:11:47.786,130
2021-12-09 18:11:48.786,131
2021-12-09 18:11:49.786,131
2021-12-09 18:11:50.786,131
2021-12-09 18:11:51.786,130
2021-12-09 18:11:52.786,131
2021-12-09 18:11:53.786,131
2021-12-09 18:11:54.786,131
2021-12-09 18:11:55.786,131
2021-12-09 18:11:56.786,131
2021-12-09 18:11:57.786,131
2021-12-09 18:11:58.786,131
2021-12-09 18:11:59.786,130
2021-12-09 18:12:00.786,131
2021-12-09 18:12:01.786,131
2021-12-09 18:12:02.786,131
2021-12-09 18:12:03.786,130
2021-12-09 18:12:04.786,130
2021-12-09 18:12:05.786,130
2021-12-09 18:12:06.786,130
2021-12-09 18:12:07.786,130
2021-12-09 18:12:08.786,129
2021-12-09 18:12:09.786,129
2021-12-09 18:12:10.786,129
2021-12-09 18:12:11.786,128
2021-12-09 18:12:12.786,128
2021-12-09 18:12:13.786,128
2021-12-09 18:12:14.786,128
2021-12-09 18:12:15.786,128
2021-12-09 18:12:16.786,128
2021-12-09 18:12:17.786,128
2021-12-09 18:12:18.786,129
2021-12-09 18:12:19.786,129
2021-12-09 18:12:20.786,129
2021-12-09 18:12:21.786,129
2021-12-09 18:12:22.786,129
2021-12-09 18:12:23.786,129
2021-12-09 18:12:24.786,129
2021-12-09 18:12:25.786,130
2021-12-09 18:12:26.786,131
2021-12-09 18:12:27.786,130
2021-12-09 18:12:28.786,131
2021-12-09 18:12:29.786,132
2021-12-09 18:12:30.786,133
2021-12-09 18:12:31.786,133
2021-12-09 18:12:32.786,133
2021-12-09 18:12:33.786,132
2021-12-09 18:12:34.786,132
2021-12-09 18:12:35.786,131
2021-12-09 18:12:36.786,131
2021-12-09 18:12:37.786,131
2021-12-09 18:12:38.786,131
2021-12-09 18:12:39.786,131
2021-12-09 18:12:40.786,130
2021-12-09 18:12:41.786,130
2021-12-09 18:12:42.786,130
2021-12-09 18:12:43.786,131
2021-12-09 18:12:44.786,131
2021-12-09 18:12:45.786,131
2021-12-09 18:12:46.786,131
2021-12-09 18:12:47.786,130
2021-12-09 18:12:48.786,130
2021-12-09 18:12:49.786,130
2021-12-09 18:12:50.786,131
2021-12-09 18:12:51.786,131
2021-12-09 18:12:52.786,131
2021-12-09 18:12:53.786,132
2021-12-09 18:12:54.786,132
2021-12-09 18:12:55.786,132
2021-12-09 18:12:56.786,132
2021-12-09 18:12:57.786,132
2021-12-09 18:12:58.786,131
2021-12-09 18:12:59.786,131
2021-12-09 18:13:00.786,131
2021-12-09 18:13:01.786,131
2021-12-09 18:13:02.786,131
2021-12-09 18:13:03.786,131
2021-12-09 18:13:04.786,130
2021-12-09 18:13:05.786,129
2021-12-09 18:13:06.786,129
2021-12-09 18:13:07.786,129
2021-12-09 18:13:08.786,129
2021-12-09 18:13:09.786,129
2021-12-09 18:13:10.786,129
2021-12-09 18:13:11.786,129
2021-12-09 18:13:12.786,129
2021-12-09 18:13:13.786,131
2021-12-09 18:13:14.786,132
2021-12-09 18:13:15.786,132
2021-12-09 18:13:16.786,133
2021-12-09 18:13:17.786,132
2021-12-09 18:13:18.786,132
2021-12-09 18:13:19.786,132
2021-12-09 18:13:20.786,131
2021-12-09 18:13:21.786,131
2021-12-09 18:13:22.786,132
2021-12-09 18:13:23.786,132
2021-12-09 18:13:24.786,131
2021-12-09 18:13:25.786,130
2021-12-09 18:13:26.786,129
2021-12-09 18:13:27.786,129
2021-12-09 18:13:28.786,128
2021-12-09 18:13:29.786,128
2021-12-09 18:13:30.786,128
