com.samsung.shealth.permission,1148009,1
requester,pkg_name,item,operation,optionals,deviceuuid,datauuid,client_id,allowed,create_time,update_time,permitted_on
,com.sec.android.app.shealth,data,sync,34653666-3239-6638-3239-313332333165.optionals,HuT3voPSBy,34653666-3239-6638-3239-313332333165,com.sec.android.app.shealth,0,"04/30/2024, 12:17:19 PM","04/30/2024, 12:17:19 PM",1,

