com.samsung.shealth.floor_goal,1148009,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1714504652711,"04/30/2024, 12:17:32 PM",com.sec.android.app.shealth,-14400000,74dabee0-a0b5-ee7c-5964-4ae806977961,"04/30/2024, 12:17:32 PM",10,xtfbSOmziO,

