com.samsung.shealth.rewards,1148009,5
is_visible,pkg_name,number_of_streak,time_offset,exercise_type,source_pkg_name,start_time,device_type,program_id,title,deviceuuid,exercise_session_id,controller_id,end_time,extra_data,datauuid,create_time,update_time
0,com.sec.android.app.shealth,,-14400000,,,"04/29/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"04/29/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 9155
}"",e8f7b40f-a53d-43f8-ae70-df7683c6ae61,"05/01/2024, 6:16:16 AM","05/07/2024, 5:47:50 PM",
0,com.sec.android.app.shealth,,-14400000,,,"04/30/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"04/30/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 9105
}"",9124e0ce-a95a-4ddf-8b28-3d2f3cf25345,"05/01/2024, 6:16:17 AM","05/01/2024, 6:46:34 PM",
0,com.sec.android.app.shealth,,-14400000,,,"04/29/2024, 5:00:00 PM",2399999,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"04/29/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 7229
}"",1bfe8fe7-0a5c-4d52-a4ac-7d5beeb38211,"05/01/2024, 6:51:34 AM","05/01/2024, 2:43:57 PM",
0,com.sec.android.app.shealth,,-14400000,,,"04/30/2024, 9:00:00 PM",,,goal_activity_reward_most_active_day,HuT3voPSBy,,goal.activity,"04/30/2024, 9:00:00 PM",""{
  "mValue2" : 0,
  "mValue" : 99,
  "mIsCompleted" : false
}"",0f22de26-1df1-460b-8a7b-011c6fbcb3d7,"05/01/2024, 2:15:03 PM","05/03/2024, 5:11:38 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/01/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/01/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 9929
}"",57cb9d83-ff9c-4cd3-98e7-1acf914cfc1b,"05/02/2024, 3:45:45 PM","05/09/2024, 8:16:26 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/01/2024, 5:00:00 PM",2399999,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/01/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 6348
}"",c56c480d-97ac-4197-8a49-8b974f6f0b1c,"05/03/2024, 10:20:19 AM","05/05/2024, 8:17:20 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 9:00:00 PM",,,goal_activity_reward_goal_achieved,HuT3voPSBy,,goal.activity,"05/02/2024, 9:00:00 PM",""{
  "mValue2" : 60,
  "mValue" : 105,
  "mIsCompleted" : false
}"",fef48e66-2c4e-4930-b8e9-46561c575c6b,"05/03/2024, 10:20:20 AM","05/04/2024, 11:20:27 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/02/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 29872
}"",11b1c259-89ab-44ed-b2b2-1326f16d15f9,"05/03/2024, 12:07:36 PM","05/10/2024, 6:58:53 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/02/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 25084
}"",4bb0fe5d-d67f-45c1-b4c8-2d1045cba7df,"05/03/2024, 5:10:17 PM","05/10/2024, 6:58:52 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/01/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/01/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 6264
}"",905549c3-effc-4f2e-b4ce-acee8f5b297e,"05/03/2024, 5:10:22 PM","05/09/2024, 8:16:25 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 9:00:00 PM",,,goal_activity_reward_most_active_day,HuT3voPSBy,,goal.activity,"05/02/2024, 9:00:00 PM",""{
  "mValue2" : 0,
  "mValue" : 105,
  "mIsCompleted" : false
}"",68c0e8f4-2999-41bb-8226-f4fe505528c2,"05/03/2024, 5:11:38 PM","05/04/2024, 11:20:27 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 24917
}"",7c7ccc4f-3295-4bf7-9678-734ba9ce9828,"05/04/2024, 11:19:08 AM","05/11/2024, 12:43:56 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:08 AM",""{
  "mTarget" : -1,
  "mValue" : 20480
}"",6863c87c-ecb5-4a60-a8a0-01acc42e9049,"05/04/2024, 11:19:08 AM","05/04/2024, 11:19:08 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:09 AM",""{
  "mTarget" : -1,
  "mValue" : 20480
}"",d3b7e689-212b-4d58-b9d8-a9939a78b4e0,"05/04/2024, 11:19:09 AM","05/04/2024, 11:19:09 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 5:00:00 PM",""{
  "mTarget" : -1,
  "mValue" : 20480
}"",e2aeb662-4596-4e97-9319-bf9323685d61,"05/04/2024, 11:19:13 AM","05/04/2024, 11:19:13 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 28580
}"",a99a8e58-bea1-4e51-a5d5-4363e3a502a9,"05/04/2024, 11:19:13 AM","05/08/2024, 9:44:46 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:14 AM",""{
  "mTarget" : -1,
  "mValue" : 20480
}"",d05fffb4-a190-4b49-bd5f-38c3ae02a42f,"05/04/2024, 11:19:14 AM","05/04/2024, 11:19:14 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:44 AM",""{
  "mTarget" : -1,
  "mValue" : 20485
}"",fbb1627f-0a70-40f5-b0ac-23afd712849a,"05/04/2024, 11:19:44 AM","05/04/2024, 11:19:44 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:46 AM",""{
  "mTarget" : -1,
  "mValue" : 20489
}"",5d23ef01-642a-4788-8ead-ba62065381dc,"05/04/2024, 11:19:46 AM","05/04/2024, 11:19:46 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:52 AM",""{
  "mTarget" : -1,
  "mValue" : 20491
}"",78fd41cf-b965-496c-bf5f-7757b045b955,"05/04/2024, 11:19:52 AM","05/04/2024, 11:19:52 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:54 AM",""{
  "mTarget" : -1,
  "mValue" : 20491
}"",da0c27f2-68ec-4f1e-a4a0-d786a4f3a4ac,"05/04/2024, 11:19:54 AM","05/04/2024, 11:19:54 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:57 AM",""{
  "mTarget" : -1,
  "mValue" : 20491
}"",0e704718-b59a-455a-849b-253150dc4aa1,"05/04/2024, 11:19:57 AM","05/04/2024, 11:19:57 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:57 AM",""{
  "mTarget" : -1,
  "mValue" : 20491
}"",64f8922e-b027-4bb7-93d0-125c78349165,"05/04/2024, 11:19:57 AM","05/04/2024, 11:19:57 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:19:59 AM",""{
  "mTarget" : -1,
  "mValue" : 20493
}"",9c2b6107-86d8-43c7-bf0e-94165e77705c,"05/04/2024, 11:19:59 AM","05/04/2024, 11:19:59 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:02 AM",""{
  "mTarget" : -1,
  "mValue" : 20493
}"",45926c33-e4f6-48ee-8713-ad19c30c7ba7,"05/04/2024, 11:20:02 AM","05/04/2024, 11:20:02 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:04 AM",""{
  "mTarget" : -1,
  "mValue" : 20497
}"",6dfeaf99-a6f4-49f1-9b56-32bc07136cac,"05/04/2024, 11:20:04 AM","05/04/2024, 11:20:04 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:20 AM",""{
  "mTarget" : -1,
  "mValue" : 20517
}"",243153f1-09f3-4bbb-be60-77cd98791bd3,"05/04/2024, 11:20:20 AM","05/04/2024, 11:20:20 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:22 AM",""{
  "mTarget" : -1,
  "mValue" : 20522
}"",70e76f4e-8423-437a-81b7-f8adbc9db827,"05/04/2024, 11:20:22 AM","05/04/2024, 11:20:22 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:25 AM",""{
  "mTarget" : -1,
  "mValue" : 20526
}"",b28091f5-5980-4cfa-b576-e960c564d9af,"05/04/2024, 11:20:25 AM","05/04/2024, 11:20:25 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",2399999,,tracker_pedometer_reward_target_achieved,HuT3voPSBy,,tracker.pedometer,"05/02/2024, 9:00:00 PM",""{
  "mTarget" : 6000,
  "mValue" : 27588
}"",980a61ba-2b1b-400b-b8c9-4560dafd697f,"05/04/2024, 11:20:26 AM","05/05/2024, 6:51:44 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 9:00:00 PM",,,goal_activity_reward_goal_achieved,HuT3voPSBy,,goal.activity,"05/03/2024, 9:00:00 PM",""{
  "mValue2" : 60,
  "mValue" : 262,
  "mIsCompleted" : false
}"",f234119f-eb9a-4899-a42a-9b7b28cd0a84,"05/04/2024, 11:20:27 AM","05/05/2024, 7:33:15 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 9:00:00 PM",,,goal_activity_reward_most_active_day,HuT3voPSBy,,goal.activity,"05/03/2024, 9:00:00 PM",""{
  "mValue2" : 0,
  "mValue" : 262,
  "mIsCompleted" : false
}"",d96d1980-81da-409c-afe4-e8b97c934ec8,"05/04/2024, 11:20:27 AM","05/09/2024, 5:25:23 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:28 AM",""{
  "mTarget" : -1,
  "mValue" : 20531
}"",623225d6-b5a3-4772-856f-1d3292d6dcad,"05/04/2024, 11:20:28 AM","05/04/2024, 11:20:28 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:30 AM",""{
  "mTarget" : -1,
  "mValue" : 20534
}"",d792815d-f0b2-4ca6-899d-150b26e4b0fd,"05/04/2024, 11:20:30 AM","05/04/2024, 11:20:30 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:33 AM",""{
  "mTarget" : -1,
  "mValue" : 20536
}"",44a2656f-9c95-4954-8342-d82d73240991,"05/04/2024, 11:20:33 AM","05/04/2024, 11:20:33 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:35 AM",""{
  "mTarget" : -1,
  "mValue" : 20540
}"",732a4d6b-fe19-4b44-8be9-d1b5173494ed,"05/04/2024, 11:20:35 AM","05/04/2024, 11:20:35 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 11:20:38 AM",""{
  "mTarget" : -1,
  "mValue" : 20540
}"",13f82c63-3520-4ac8-add8-1c6f00ea5ac6,"05/04/2024, 11:20:38 AM","05/04/2024, 11:20:38 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:10:16 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",78266ff1-717b-4730-a710-aeee60c151e4,"05/04/2024, 4:10:16 PM","05/04/2024, 4:10:16 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:10:17 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",19246715-b1c3-41a8-871a-8f79bf6dc491,"05/04/2024, 4:10:17 PM","05/04/2024, 4:10:17 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:10:19 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",ceb4ae76-ebe2-49df-98ff-b772fac41d72,"05/04/2024, 4:10:19 PM","05/04/2024, 4:10:19 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:11:35 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",9751afbf-089a-4e0c-929d-cdf1e2794b8e,"05/04/2024, 4:11:35 PM","05/04/2024, 4:11:35 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:11:39 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",3cd44543-745c-45c1-83de-82a4222dff14,"05/04/2024, 4:11:39 PM","05/04/2024, 4:11:39 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:11:47 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",bb648cc9-4feb-4acb-9042-01f13cab3075,"05/04/2024, 4:11:47 PM","05/04/2024, 4:11:47 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:11:49 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",9630767e-a76d-45df-b0e4-e5155d0b83f0,"05/04/2024, 4:11:49 PM","05/04/2024, 4:11:49 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:12:50 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",67d22360-c5cb-421a-a656-424033379e00,"05/04/2024, 4:12:50 PM","05/04/2024, 4:12:50 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 4:12:54 PM",""{
  "mTarget" : -1,
  "mValue" : 23003
}"",dd04ea8b-feae-41cb-94d1-7bc58f261ebc,"05/04/2024, 4:12:54 PM","05/04/2024, 4:12:54 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:15:00 PM",""{
  "mTarget" : -1,
  "mValue" : 24801
}"",caf8f23f-5d4d-4fb6-bee8-1f4599e896ed,"05/04/2024, 8:15:00 PM","05/04/2024, 8:15:00 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 5:00:00 PM",""{
  "mTarget" : -1,
  "mValue" : 24801
}"",da19fce4-4f09-4c3e-b813-d8722f7ebe21,"05/04/2024, 8:15:01 PM","05/04/2024, 8:15:01 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:15:01 PM",""{
  "mTarget" : -1,
  "mValue" : 24801
}"",9401528a-5550-42bf-9654-532ef2f44b27,"05/04/2024, 8:15:01 PM","05/04/2024, 8:15:01 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:30:07 PM",""{
  "mTarget" : -1,
  "mValue" : 24917
}"",8eb54e01-fc96-46a5-adf5-8b87c84e5341,"05/04/2024, 8:30:07 PM","05/04/2024, 8:30:07 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:30:09 PM",""{
  "mTarget" : -1,
  "mValue" : 24917
}"",6be3c131-21a3-4ac1-aaa5-6e06c7d288c9,"05/04/2024, 8:30:09 PM","05/04/2024, 8:30:09 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:30:09 PM",""{
  "mTarget" : -1,
  "mValue" : 24917
}"",5040cc67-2d6e-4eaa-935c-715f3f265cf0,"05/04/2024, 8:30:09 PM","05/04/2024, 8:30:09 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:30:10 PM",""{
  "mTarget" : -1,
  "mValue" : 24917
}"",f843c3f3-4275-4f3f-89a8-bcbd1aba2ae0,"05/04/2024, 8:30:10 PM","05/04/2024, 8:30:10 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/03/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/04/2024, 8:30:10 PM",""{
  "mTarget" : -1,
  "mValue" : 24917
}"",0ddf18a1-5528-4f05-ba17-f3a3267990e5,"05/04/2024, 8:30:10 PM","05/04/2024, 8:30:10 PM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",100003,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 5:00:00 PM",""{
  "mTarget" : -1,
  "mValue" : 29872
}"",9adde044-f7a7-4e2a-bb24-7f85649d1bb2,"05/04/2024, 8:30:11 PM","05/05/2024, 6:51:44 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 5:00:00 PM",""{
  "mTarget" : -1,
  "mValue" : 25084
}"",379db0f3-260b-47dd-a570-676bf7379866,"05/05/2024, 6:47:59 AM","05/05/2024, 6:47:59 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/02/2024, 5:00:00 PM",10009,,tracker_pedometer_reward_most_walking_day,HuT3voPSBy,,tracker.pedometer,"05/03/2024, 5:00:00 PM",""{
  "mTarget" : -1,
  "mValue" : 25084
}"",e6b55278-b831-4dba-882a-43e84ffdaf61,"05/05/2024, 7:31:31 AM","05/05/2024, 7:31:31 AM",
0,com.sec.android.app.shealth,,-14400000,,,"05/04/2024, 9:00:00 PM",,,goal_activity_reward_goal_achieved,HuT3voPSBy,,goal.activity,"05/04/2024, 9:00:00 PM",""{
  "mValue2" : 60,
  "mValue" : 132,
  "mIsCompleted" : false
