Latitude,Longitude,Elevation
37.62354000,-112.166780,2435.0
37.62353000,-112.166750,2434.0
37.62352000,-112.166700,2434.0
37.62351000,-112.166670,2434.0
37.62350000,-112.166630,2433.0
37.62350000,-112.166590,2432.0
37.62349000,-112.166550,2432.0
37.62348000,-112.166520,2431.0
37.62348000,-112.166480,2430.0
37.62348000,-112.166430,2429.0
37.62348000,-112.166390,2428.0
37.62348000,-112.166350,2427.0
37.62348000,-112.166310,2426.0
37.62349000,-112.166270,2425.0
37.62349000,-112.166230,2423.0
37.62351000,-112.166200,2422.0
37.62354000,-112.166190,2422.0
37.62357000,-112.166180,2421.0
37.62360000,-112.166200,2421.0
37.62363000,-112.166220,2422.0
37.62367000,-112.166220,2421.0
37.62369000,-112.166230,2421.0
37.62372000,-112.166240,2421.0
37.62375000,-112.166250,2422.0
37.62378000,-112.166270,2422.0
37.62382000,-112.166290,2422.0
37.62385000,-112.166310,2422.0
37.62388000,-112.166340,2423.0
37.62391000,-112.166340,2423.0
37.62394000,-112.166360,2422.0
37.62396000,-112.166380,2423.0
37.62400000,-112.166390,2422.0
37.62403000,-112.166390,2421.0
37.62406000,-112.166400,2421.0
37.62410000,-112.166410,2421.0
37.62412000,-112.166410,2420.0
37.62416000,-112.166430,2420.0
37.62419000,-112.166430,2419.0
37.62423000,-112.166430,2419.0
37.62426000,-112.166420,2418.0
37.62428000,-112.166440,2419.0
37.62430000,-112.166460,2419.0
37.62433000,-112.166470,2419.0
37.62436000,-112.166470,2418.0
37.62440000,-112.166480,2418.0
37.62443000,-112.166490,2418.0
37.62447000,-112.166490,2418.0
37.62451000,-112.166500,2418.0
37.62454000,-112.166500,2418.0
37.62456000,-112.166500,2418.0
37.62454000,-112.166510,2419.0
37.62450000,-112.166510,2419.0
37.62446000,-112.166510,2419.0
37.62443000,-112.166500,2418.0
37.62439000,-112.166510,2420.0
37.62436000,-112.166510,2420.0
37.62432000,-112.166500,2420.0
37.62430000,-112.166490,2420.0
37.62433000,-112.166470,2419.0
37.62436000,-112.166480,2419.0
37.62440000,-112.166500,2419.0
37.62443000,-112.166500,2418.0
37.62446000,-112.166500,2418.0
37.62449000,-112.166500,2418.0
37.62452000,-112.166510,2419.0
37.62455000,-112.166510,2419.0
37.62458000,-112.166510,2419.0
37.62462000,-112.166530,2419.0
37.62466000,-112.166530,2419.0
37.62468000,-112.166530,2419.0
37.62473000,-112.166520,2419.0
37.62476000,-112.166520,2419.0
37.62479000,-112.166510,2418.0
37.62482000,-112.166510,2418.0
37.62486000,-112.166500,2417.0
37.62489000,-112.166490,2416.0
37.62489000,-112.166450,2415.0
37.62492000,-112.166430,2414.0
37.62495000,-112.166420,2413.0
37.62498000,-112.166420,2413.0
37.62501000,-112.166410,2412.0
37.62503000,-112.166390,2412.0
37.62507000,-112.166400,2412.0
37.62510000,-112.166400,2413.0
37.62513000,-112.166390,2412.0
37.62516000,-112.166390,2413.0
37.62519000,-112.166380,2413.0
37.62522000,-112.166380,2413.0
37.62526000,-112.166390,2413.0
37.62529000,-112.166380,2414.0
37.62531000,-112.166370,2415.0
37.62533000,-112.166340,2415.0
37.62535000,-112.166310,2415.0
37.62538000,-112.166300,2416.0
37.62539000,-112.166260,2415.0
37.62541000,-112.166240,2415.0
37.62544000,-112.166210,2416.0
37.62546000,-112.166190,2416.0
37.62549000,-112.166170,2416.0
37.62551000,-112.166140,2415.0
37.62554000,-112.166110,2415.0
37.62556000,-112.166090,2415.0
37.62558000,-112.166060,2415.0
37.62561000,-112.166040,2416.0
37.62563000,-112.166020,2416.0
37.62566000,-112.166000,2417.0
37.62569000,-112.165970,2417.0
37.62571000,-112.165940,2417.0
37.62574000,-112.165910,2417.0
37.62576000,-112.165880,2417.0
37.62578000,-112.165850,2417.0
37.62581000,-112.165820,2417.0
37.62584000,-112.165790,2418.0
37.62586000,-112.165760,2418.0
37.62588000,-112.165730,2418.0
37.62589000,-112.165700,2417.0
37.62592000,-112.165660,2417.0
37.62594000,-112.165630,2417.0
37.62597000,-112.165610,2418.0
37.62599000,-112.165570,2417.0
37.62602000,-112.165540,2417.0
37.62605000,-112.165520,2418.0
37.62607000,-112.165490,2417.0
37.62610000,-112.165480,2418.0
37.62613000,-112.165470,2418.0
37.62616000,-112.165450,2418.0
37.62619000,-112.165430,2417.0
37.62622000,-112.165420,2418.0
37.62624000,-112.165410,2418.0
37.62628000,-112.165410,2418.0
37.62631000,-112.165400,2418.0
37.62634000,-112.165380,2418.0
37.62638000,-112.165370,2419.0
37.62640000,-112.165360,2418.0
37.62644000,-112.165340,2417.0
37.62647000,-112.165320,2417.0
37.62650000,-112.165280,2415.0
37.62653000,-112.165260,2414.0
37.62656000,-112.165230,2413.0
37.62659000,-112.165200,2412.0
37.62661000,-112.165180,2412.0
37.62664000,-112.165150,2411.0
37.62667000,-112.165130,2411.0
37.62670000,-112.165110,2411.0
37.62674000,-112.165090,2411.0
37.62677000,-112.165080,2411.0
37.62681000,-112.165060,2412.0
37.62684000,-112.165040,2412.0
37.62687000,-112.165020,2413.0
37.62689000,-112.165010,2413.0
37.62691000,-112.164970,2414.0
37.62692000,-112.164930,2414.0
37.62693000,-112.164890,2414.0
37.62693000,-112.164850,2414.0
37.62694000,-112.164810,2414.0
37.62695000,-112.164850,2415.0
37.62698000,-112.164870,2416.0
37.62701000,-112.164860,2418.0
37.62704000,-112.164850,2419.0
37.62707000,-112.164830,2420.0
37.62709000,-112.164800,2421.0
37.62711000,-112.164770,2422.0
37.62714000,-112.164740,2423.0
37.62716000,-112.164710,2423.0
37.62718000,-112.164680,2423.0
37.62721000,-112.164650,2424.0
37.62722000,-112.164610,2423.0
37.62724000,-112.164580,2423.0
37.62726000,-112.164540,2422.0
37.62728000,-112.164510,2422.0
37.62730000,-112.164480,2421.0
37.62732000,-112.164440,2421.0
37.62734000,-112.164410,2421.0
37.62735000,-112.164360,2420.0
37.62736000,-112.164320,2419.0
37.62736000,-112.164280,2418.0
37.62737000,-112.164240,2417.0
37.62739000,-112.164210,2418.0
37.62741000,-112.164180,2418.0
37.62743000,-112.164150,2418.0
37.62746000,-112.164130,2419.0
37.62749000,-112.164110,2420.0
37.62752000,-112.164100,2421.0
37.62755000,-112.164080,2422.0
37.62759000,-112.164060,2423.0
37.62762000,-112.164040,2423.0
37.62765000,-112.164020,2424.0
37.62768000,-112.164000,2425.0
37.62771000,-112.163990,2425.0
37.62774000,-112.163970,2426.0
37.62777000,-112.163960,2426.0
37.62780000,-112.163920,2426.0
37.62783000,-112.163900,2427.0
37.62785000,-112.163870,2427.0
37.62788000,-112.163850,2427.0
37.62791000,-112.163840,2427.0
37.62794000,-112.163800,2428.0
37.62797000,-112.163780,2428.0
37.62800000,-112.163760,2428.0
37.62802000,-112.163720,2428.0
37.62803000,-112.163680,2428.0
37.62805000,-112.163640,2428.0
37.62807000,-112.163600,2428.0
37.62809000,-112.163550,2428.0
37.62811000,-112.163520,2428.0
